comparison_id,entity_a_type,entity_a_id,entity_a_scale,entity_a_temporal_days,entity_a_social,entity_b_type,entity_b_id,entity_b_scale,entity_b_temporal_days,entity_b_social,temporal_ratio,social_ratio,scale_difference,scale_temporal_correlation,anomaly_detected,anomaly_type,supports_strand_hierarchy,supports_anster_tame,comparison_year,same_location,same_time_measurement,comparison_purpose,documenter,confidence,notes
TD-0149,creature,,individual,472.906,97,institution,B-469,institution,34215.174,137796,0.0138,0.0007,-3,True,False,,True,True,938,False,False,clinical_assessment,Boundary Commission,0.59,
TD-0150,person,A-761,individual,472.677,95,creature,,individual,4908.673,162,0.0963,0.5864,0,True,False,,True,True,932,False,True,clinical_assessment,Boundary Commission,0.73,
TD-0151,small_group,,small_group,3114.512,0,creature,,organ,0.597,0,5217.2318,,2,True,False,,True,True,922,False,True,hierarchy_validation,C. Vells,0.95,
TD-0152,creature,,organ,1.103,0,small_group,B-246,small_group,6892.779,55,0.0002,0.0,-2,True,False,,True,True,919,True,True,clinical_assessment,C. Vells,0.52,
TD-0153,civilization_fragment,A-163,civilization,26663.356,980591,civilization_fragment,,civilization,13537.564,275882,1.9696,3.5544,0,True,False,,True,True,930,True,False,systematic_survey,T. Vells,0.67,
TD-0154,large_collective,,large_collective,12167.824,2277,institution,B-194,institution,31431.607,32088,0.3871,0.071,-1,True,False,,True,True,940,True,False,theoretical_test,Klutch CC Counseling,0.85,
TD-0155,small_group,,small_group,1131.492,41,cell_colony,B-822,cellular,0.061,0,18668.7136,,3,True,False,,True,True,926,False,False,theoretical_test,P. Anster,0.74,
TD-0156,cell_colony,,cellular,0.006,0,cell_colony,,cellular,0.038,0,0.1613,,0,True,False,,True,True,924,False,False,anomaly_investigation,Archive Survey Team,0.67,
TD-0157,creature,,individual,2371.372,102,cell_colony,,cellular,0.155,0,15308.3799,,2,True,False,,True,True,925,False,True,theoretical_test,K. Strand,0.7,
TD-0158,large_collective,A-714,large_collective,4303.875,1205,small_group,B-487,small_group,6403.179,4,0.6721,301.25,1,False,False,,False,False,937,False,False,clinical_assessment,C. Vells,0.91,
TD-0159,creature,,individual,2295.262,43,civilization_fragment,,civilization,25865.257,2079653,0.0887,0.0,-4,True,False,,True,True,938,False,True,systematic_survey,Boundary Commission,0.53,
TD-0160,large_collective,,large_collective,5935.88,871,small_group,,small_group,1523.416,23,3.8964,37.8696,1,True,False,,True,True,931,True,True,theoretical_test,K. Strand,0.89,
TD-0161,large_collective,A-112,large_collective,12055.894,6365,creature,B-265,individual,3035.361,150,3.9718,42.4333,2,True,False,,True,True,919,False,True,systematic_survey,T. Vells,0.51,
TD-0162,civilization_fragment,,civilization,22787.232,154771,institution,,institution,31863.99,67085,0.7151,2.3071,1,False,False,,False,False,936,False,True,theoretical_test,Klutch CC Counseling,0.69,
TD-0163,institution,,institution,9619.268,195180,cell_colony,B-870,cellular,0.043,0,226097.6866,,5,True,False,,True,True,927,False,True,systematic_survey,K. Strand,0.51,
TD-0164,small_group,,small_group,3607.895,36,person,B-835,individual,952.078,52,3.7895,0.6923,1,True,False,,True,True,927,True,False,hierarchy_validation,K. Strand,0.76,
TD-0165,civilization_fragment,,civilization,26359.175,277903,small_group,,small_group,4401.133,8,5.9892,34737.875,3,True,False,,True,True,932,False,True,clinical_assessment,R. Voss,0.82,
TD-0166,civilization_fragment,,civilization,18636.569,969654,person,,individual,2237.193,59,8.3303,16434.8136,4,True,False,,True,True,930,False,False,systematic_survey,K. Strand,0.81,
TD-0167,cell_colony,A-277,cellular,0.06,0,civilization_fragment,B-503,civilization,16392.832,2232,0.0,0.0,-6,True,False,,True,True,936,True,True,systematic_survey,R. Voss,0.63,
TD-0168,institution,,institution,42635.796,37002,cell_colony,,cellular,0.159,0,268810.7319,,5,True,False,,True,True,927,False,False,anomaly_investigation,Archive Survey Team,0.74,
TD-0169,institution,,institution,15704.174,49348,institution,,institution,2969.325,110326,5.2888,0.4473,0,True,False,,True,True,936,False,True,systematic_survey,Independent Observer,0.66,
TD-0170,institution,,institution,22286.08,111910,large_collective,,large_collective,1377.279,14312,16.1812,7.8193,1,True,False,,True,True,918,True,True,clinical_assessment,K. Strand,0.68,
TD-0171,creature,A-812,organ,0.896,0,creature,,individual,2521.65,7,0.0004,0.0,-1,True,False,,True,True,923,False,False,clinical_assessment,T. Vells,0.72,
TD-0172,civilization_fragment,A-457,civilization,21775.309,342357,cell_colony,B-575,cellular,0.055,0,395078.8038,,6,True,False,,True,True,936,False,True,anomaly_investigation,M. Strand,0.68,
TD-0173,cell_colony,A-495,cellular,0.044,0,person,,individual,2325.83,274,0.0,0.0,-2,True,False,,True,True,924,False,True,clinical_assessment,Klutch CC Counseling,0.66,
TD-0174,creature,A-112,individual,1849.924,13,institution,,institution,47302.763,18423,0.0391,0.0007,-3,True,False,,True,True,918,True,False,clinical_assessment,K. Strand,0.7,
TD-0175,large_collective,A-602,large_collective,20011.157,1998,institution,,institution,20685.346,132850,0.9674,0.015,-1,True,False,,True,True,922,True,False,anomaly_investigation,Archive Survey Team,0.74,
TD-0176,large_collective,,large_collective,911.888,11083,creature,,organ,0.835,0,1091.4538,,3,True,False,,True,True,930,False,False,anomaly_investigation,T. Vells,0.88,
TD-0177,cell_colony,A-546,cellular,0.123,0,creature,B-157,organ,0.319,0,0.3865,,-1,True,False,,True,True,931,True,True,theoretical_test,K. Strand,0.5,
TD-0178,large_collective,A-230,large_collective,702.734,10876,person,B-925,individual,558.18,82,1.259,132.6341,2,True,False,,True,True,927,True,True,hierarchy_validation,K. Strand,0.92,
TD-0179,small_group,A-617,small_group,643.182,23,cell_colony,,cellular,0.196,0,3287.1833,,3,True,False,,True,True,927,False,True,clinical_assessment,M. Strand,0.55,
TD-0180,large_collective,,large_collective,1811.288,910,large_collective,B-508,large_collective,13236.133,13321,0.1368,0.0683,0,True,False,,True,True,926,False,False,anomaly_investigation,K. Strand,0.72,
TD-0181,creature,,organ,0.468,0,creature,,organ,0.284,0,1.6463,,0,True,False,,True,True,928,True,True,hierarchy_validation,K. Strand,0.65,
TD-0182,institution,,institution,2940.864,25964,cell_colony,,cellular,0.113,0,26007.6655,,5,True,False,,True,True,925,False,False,theoretical_test,P. Anster,0.81,
TD-0183,large_collective,A-130,large_collective,9950.035,22129,person,,individual,540.052,4,18.4242,5532.25,2,True,False,,True,True,919,False,False,systematic_survey,T. Vells,0.82,
TD-0184,person,A-446,individual,5132.941,93,small_group,B-173,small_group,6684.927,92,0.7678,1.0109,-1,True,False,,True,True,924,False,True,systematic_survey,Independent Observer,0.59,
TD-0185,large_collective,A-806,large_collective,10126.517,1266,cell_colony,,cellular,0.006,0,1695548.0377,,4,True,False,,True,True,931,False,True,clinical_assessment,Archive Survey Team,0.72,
TD-0186,cell_colony,,cellular,0.119,0,civilization_fragment,B-306,civilization,6137.64,1004948,0.0,0.0,-6,True,False,,True,True,928,False,True,clinical_assessment,Independent Observer,0.51,
TD-0187,cell_colony,A-506,cellular,0.097,0,civilization_fragment,B-629,civilization,28844.658,165344,0.0,0.0,-6,True,False,,True,True,929,False,True,clinical_assessment,R. Voss,0.61,
TD-0188,civilization_fragment,,civilization,50788.203,145447,cell_colony,B-485,cellular,0.085,0,600518.0565,,6,True,False,,True,True,934,True,False,anomaly_investigation,P. Anster,0.85,
TD-0189,civilization_fragment,,civilization,19986.769,1372770,civilization_fragment,B-284,civilization,9280.456,678618,2.1536,2.0229,0,True,False,,True,True,936,False,False,clinical_assessment,T. Vells,0.66,
TD-0190,large_collective,,large_collective,11309.159,1886,civilization_fragment,B-435,civilization,6808.511,557297,1.661,0.0034,-2,False,False,,False,False,934,False,True,anomaly_investigation,T. Vells,0.7,
TD-0191,small_group,A-322,small_group,3564.855,19,large_collective,B-712,large_collective,13787.486,6243,0.2586,0.003,-1,True,False,,True,True,940,False,True,hierarchy_validation,Boundary Commission,0.92,
TD-0192,large_collective,,large_collective,10478.051,13306,institution,B-906,institution,4881.847,31555,2.1463,0.4217,-1,False,False,,False,False,918,False,False,theoretical_test,P. Anster,0.65,
TD-0193,creature,,individual,3008.84,436,creature,,individual,1387.272,53,2.1689,8.2264,0,True,False,,True,True,923,False,False,theoretical_test,M. Strand,0.68,
TD-0194,person,A-298,individual,3257.173,27,creature,,organ,1.717,0,1896.9581,,1,True,False,,True,True,932,True,False,systematic_survey,Klutch CC Counseling,0.61,
TD-0195,large_collective,A-777,large_collective,12315.077,21016,creature,,organ,0.478,0,25781.8983,,3,True,False,,True,True,938,True,True,anomaly_investigation,C. Vells,0.54,
TD-0196,institution,,institution,37934.542,24624,large_collective,,large_collective,14123.042,10371,2.686,2.3743,1,True,False,,True,True,938,False,True,hierarchy_validation,T. Vells,0.5,
TD-0197,civilization_fragment,,civilization,31032.871,370445,large_collective,B-330,large_collective,13042.317,14060,2.3794,26.3474,2,True,False,,True,True,932,False,True,anomaly_investigation,C. Vells,0.7,
TD-0198,civilization_fragment,A-869,civilization,16869.437,56462,person,,individual,1541.545,45,10.9432,1254.7111,4,True,False,,True,True,933,False,True,clinical_assessment,R. Voss,0.88,
TD-0199,cell_colony,,cellular,0.033,0,person,,individual,66.742,25,0.0005,0.0,-2,True,False,,True,True,937,False,False,systematic_survey,K. Strand,0.58,
TD-0200,cell_colony,,cellular,0.075,0,person,,individual,1571.291,117,0.0,0.0,-2,True,False,,True,True,929,False,False,anomaly_investigation,R. Voss,0.73,
TD-0201,cell_colony,,cellular,0.087,0,person,B-607,individual,3981.824,123,0.0,0.0,-2,True,False,,True,True,921,False,True,hierarchy_validation,R. Voss,0.94,
TD-0202,person,,individual,1717.466,85,civilization_fragment,,civilization,5462.683,1216197,0.3144,0.0001,-4,True,False,,True,True,923,False,False,theoretical_test,R. Voss,0.76,
TD-0203,civilization_fragment,A-721,civilization,17325.768,59719,creature,,organ,0.394,0,43998.1441,,5,True,False,,True,True,932,False,False,theoretical_test,Independent Observer,0.71,
TD-0204,person,,individual,4781.815,18,small_group,,small_group,2888.829,18,1.6553,1.0,-1,False,False,,False,False,937,True,True,theoretical_test,Klutch CC Counseling,0.67,
TD-0205,cell_colony,,cellular,0.046,0,civilization_fragment,,civilization,69213.722,1441528,0.0,0.0,-6,True,False,,True,True,931,False,True,clinical_assessment,T. Vells,0.83,
TD-0206,small_group,,small_group,7459.672,12,small_group,,small_group,6799.2,124,1.0971,0.0968,0,True,False,,True,True,934,True,True,systematic_survey,K. Strand,0.53,
TD-0207,institution,A-557,institution,17263.128,121798,civilization_fragment,,civilization,22612.88,2245028,0.7634,0.0543,-1,True,False,,True,True,920,True,False,anomaly_investigation,P. Anster,0.63,
TD-0208,cell_colony,,cellular,0.014,0,creature,B-624,individual,198.315,72,0.0001,0.0,-2,True,False,,True,True,918,False,True,clinical_assessment,Independent Observer,0.65,
TD-0209,small_group,,small_group,4487.691,53,person,B-837,individual,1973.544,10,2.2739,5.3,1,True,False,,True,True,918,False,False,theoretical_test,R. Voss,0.91,
TD-0210,institution,A-177,institution,11708.873,106011,large_collective,,large_collective,33743.899,16063,0.347,6.5997,1,False,False,,False,False,940,False,True,clinical_assessment,R. Voss,0.79,
TD-0211,institution,,institution,25513.382,56660,large_collective,B-123,large_collective,18314.315,8113,1.3931,6.9839,1,True,False,,True,True,933,True,False,anomaly_investigation,Independent Observer,0.59,
TD-0212,cell_colony,A-413,cellular,0.027,0,person,,individual,1727.111,38,0.0,0.0,-2,True,False,,True,True,918,False,True,systematic_survey,Archive Survey Team,0.78,
TD-0213,small_group,,small_group,3728.135,46,creature,,individual,3284.593,303,1.135,0.1518,1,True,False,,True,True,930,False,True,anomaly_investigation,Boundary Commission,0.8,
TD-0214,institution,,institution,10473.031,20151,large_collective,B-783,large_collective,7136.575,6594,1.4675,3.056,1,True,False,,True,True,940,False,False,hierarchy_validation,R. Voss,0.58,
TD-0215,large_collective,A-283,large_collective,23358.832,11158,small_group,,small_group,9287.587,19,2.5151,587.2632,1,True,False,,True,True,929,False,False,anomaly_investigation,P. Anster,0.65,
TD-0216,small_group,,small_group,2594.968,26,small_group,,small_group,268.689,121,9.6579,0.2149,0,True,False,,True,True,920,True,False,systematic_survey,Boundary Commission,0.85,
TD-0217,institution,,institution,23248.084,9040,creature,B-938,individual,3817.223,119,6.0903,75.9664,3,True,False,,True,True,929,False,False,hierarchy_validation,K. Strand,0.79,
TD-0218,creature,,organ,1.191,0,institution,,institution,33083.69,19241,0.0,0.0,-4,True,False,,True,True,937,False,True,clinical_assessment,C. Vells,0.68,
TD-0219,large_collective,A-537,large_collective,11822.937,10428,civilization_fragment,B-140,civilization,34924.371,638219,0.3385,0.0163,-2,True,False,,True,True,921,True,False,hierarchy_validation,Boundary Commission,0.92,
TD-0220,large_collective,,large_collective,19126.734,3601,person,,individual,2974.118,169,6.4311,21.3077,2,True,False,,True,True,939,False,False,clinical_assessment,K. Strand,0.75,
TD-0221,person,,individual,3724.909,134,small_group,,small_group,5248.658,35,0.7097,3.8286,-1,True,False,,True,True,940,True,False,theoretical_test,Klutch CC Counseling,0.73,
TD-0222,institution,A-178,institution,5648.222,167939,large_collective,,large_collective,12844.643,3230,0.4397,51.9935,1,False,False,,False,False,929,True,True,anomaly_investigation,T. Vells,0.7,
TD-0223,civilization_fragment,,civilization,17689.194,1571053,large_collective,,large_collective,6111.166,17437,2.8946,90.0988,2,True,False,,True,True,940,False,False,hierarchy_validation,C. Vells,0.52,
TD-0224,small_group,,small_group,2341.219,40,institution,,institution,5095.828,159094,0.4594,0.0003,-2,True,False,,True,True,921,False,True,systematic_survey,Archive Survey Team,0.81,
TD-0225,large_collective,A-917,large_collective,1894.79,1490,creature,,individual,951.543,79,1.9913,18.8608,2,True,False,,True,True,935,False,False,anomaly_investigation,R. Voss,0.57,
TD-0226,large_collective,,large_collective,3401.224,16103,person,,individual,841.553,129,4.0416,124.8295,2,True,False,,True,True,930,False,False,anomaly_investigation,T. Vells,0.78,
TD-0227,cell_colony,,cellular,0.033,0,creature,,organ,0.151,0,0.222,,-1,True,False,,True,True,935,True,False,hierarchy_validation,Independent Observer,0.84,
TD-0228,civilization_fragment,,civilization,6959.66,591155,creature,,organ,0.181,0,38512.8701,,5,True,False,,True,True,918,False,False,systematic_survey,T. Vells,0.8,
TD-0229,cell_colony,,cellular,0.058,0,person,,individual,1935.13,47,0.0,0.0,-2,True,False,,True,True,935,False,False,hierarchy_validation,T. Vells,0.68,
TD-0230,cell_colony,A-779,cellular,0.03,0,small_group,B-751,small_group,3663.381,12,0.0,0.0,-3,True,False,,True,True,936,False,False,clinical_assessment,T. Vells,0.76,
TD-0231,creature,A-566,individual,1451.033,38,large_collective,B-838,large_collective,4476.913,5008,0.3241,0.0076,-2,True,False,,True,True,934,True,False,theoretical_test,K. Strand,0.77,
TD-0232,large_collective,A-729,large_collective,12019.087,8333,institution,,institution,9471.378,129085,1.269,0.0646,-1,False,False,,False,False,921,False,False,anomaly_investigation,C. Vells,0.83,
TD-0233,small_group,A-350,small_group,4209.762,67,cell_colony,B-176,cellular,0.135,0,31293.9285,,3,True,False,,True,True,918,False,False,hierarchy_validation,K. Strand,0.55,
TD-0234,civilization_fragment,,civilization,19471.531,482730,cell_colony,,cellular,0.018,0,1059003.4376,,6,True,False,,True,True,934,False,False,clinical_assessment,T. Vells,0.52,
TD-0235,civilization_fragment,,civilization,41867.402,481631,person,B-318,individual,4334.378,145,9.6594,3321.5931,4,True,False,,True,True,927,False,True,systematic_survey,Boundary Commission,0.76,
TD-0236,creature,A-128,organ,1.066,0,institution,,institution,22693.415,78199,0.0,0.0,-4,True,False,,True,True,925,False,False,clinical_assessment,Archive Survey Team,0.55,
TD-0237,creature,,organ,1.112,0,person,B-394,individual,3340.433,54,0.0003,0.0,-1,True,False,,True,True,921,True,True,theoretical_test,Archive Survey Team,0.8,
TD-0238,creature,,individual,906.248,69,institution,B-990,institution,2401.797,63880,0.3773,0.0011,-3,True,False,,True,True,939,True,False,anomaly_investigation,R. Voss,0.8,
TD-0239,creature,A-140,organ,0.413,0,institution,B-701,institution,8744.432,98034,0.0,0.0,-4,True,False,,True,True,929,False,True,systematic_survey,C. Vells,0.73,
TD-0240,institution,,institution,21036.091,224132,large_collective,,large_collective,6482.55,6914,3.245,32.4171,1,True,False,,True,True,937,False,True,anomaly_investigation,Boundary Commission,0.53,
TD-0241,institution,A-924,institution,15478.429,69211,creature,,organ,0.85,0,18218.8129,,4,True,False,,True,True,924,True,True,theoretical_test,Independent Observer,0.58,
TD-0242,cell_colony,,cellular,0.077,0,cell_colony,,cellular,0.042,0,1.8061,,0,True,False,,True,True,934,False,True,systematic_survey,R. Voss,0.87,
TD-0243,small_group,A-786,small_group,5029.418,15,creature,,individual,4607.598,23,1.0915,0.6522,1,True,False,,True,True,940,True,True,systematic_survey,C. Vells,0.64,
TD-0244,civilization_fragment,A-727,civilization,11099.874,797078,civilization_fragment,B-167,civilization,5756.828,1206252,1.9281,0.6608,0,True,False,,True,True,922,True,False,anomaly_investigation,T. Vells,0.51,
TD-0245,person,,individual,5012.645,159,cell_colony,B-448,cellular,0.039,0,129345.7707,,2,True,False,,True,True,938,False,False,anomaly_investigation,R. Voss,0.78,
TD-0246,large_collective,A-363,large_collective,6659.025,2919,small_group,B-346,small_group,2970.946,53,2.2414,55.0755,1,True,False,,True,True,925,False,True,hierarchy_validation,P. Anster,0.56,
TD-0247,civilization_fragment,,civilization,20440.022,1451956,small_group,B-794,small_group,91.559,75,223.2442,19359.4133,3,True,False,,True,True,921,False,True,anomaly_investigation,C. Vells,0.87,
TD-0248,institution,,institution,16053.553,8853,institution,,institution,49187.707,192424,0.3264,0.046,0,True,False,,True,True,926,False,False,systematic_survey,M. Strand,0.66,
TD-0249,institution,A-209,institution,3273.715,206124,civilization_fragment,,civilization,16698.895,519276,0.196,0.3969,-1,True,False,,True,True,933,False,True,anomaly_investigation,Klutch CC Counseling,0.58,
TD-0250,person,A-141,individual,1349.989,39,civilization_fragment,B-590,civilization,12171.45,392335,0.1109,0.0001,-4,True,False,,True,True,926,True,False,clinical_assessment,P. Anster,0.52,
TD-0251,creature,A-924,organ,0.918,0,creature,B-710,organ,0.141,0,6.49,,0,True,False,,True,True,922,True,False,hierarchy_validation,Independent Observer,0.51,
TD-0252,cell_colony,,cellular,0.047,0,creature,,individual,495.716,80,0.0001,0.0,-2,True,False,,True,True,931,False,True,hierarchy_validation,Boundary Commission,0.58,
TD-0253,creature,A-499,individual,998.815,90,creature,B-899,individual,2566.206,261,0.3892,0.3448,0,True,False,,True,True,918,True,False,systematic_survey,Klutch CC Counseling,0.6,
TD-0254,small_group,,small_group,4592.631,71,cell_colony,,cellular,0.058,0,79472.6205,,3,True,False,,True,True,924,False,True,anomaly_investigation,M. Strand,0.94,
TD-0255,cell_colony,A-406,cellular,0.07,0,small_group,,small_group,9111.965,66,0.0,0.0,-3,True,False,,True,True,933,False,True,clinical_assessment,Klutch CC Counseling,0.81,
TD-0256,civilization_fragment,A-478,civilization,38792.05,1500768,small_group,B-711,small_group,3967.769,61,9.7768,24602.7541,3,True,False,,True,True,925,False,True,clinical_assessment,M. Strand,0.68,
TD-0257,cell_colony,,cellular,0.075,0,cell_colony,,cellular,0.114,0,0.6562,,0,True,False,,True,True,924,False,False,anomaly_investigation,M. Strand,0.78,
TD-0258,large_collective,,large_collective,6119.419,5316,institution,,institution,12168.691,42464,0.5029,0.1252,-1,True,False,,True,True,923,False,True,systematic_survey,M. Strand,0.89,
TD-0259,large_collective,A-798,large_collective,788.389,6663,small_group,,small_group,469.229,16,1.6802,416.4375,1,True,False,,True,True,933,False,True,theoretical_test,K. Strand,0.62,
TD-0260,large_collective,,large_collective,10293.831,8638,large_collective,B-663,large_collective,15919.306,10016,0.6466,0.8624,0,True,False,,True,True,933,False,False,hierarchy_validation,C. Vells,0.91,
TD-0261,creature,,individual,1222.384,342,cell_colony,,cellular,0.155,0,7911.2663,,2,True,False,,True,True,926,False,False,theoretical_test,M. Strand,0.53,
TD-0262,small_group,,small_group,292.072,40,institution,B-892,institution,36438.85,94313,0.008,0.0004,-2,True,False,,True,True,930,False,True,systematic_survey,T. Vells,0.56,
TD-0263,civilization_fragment,A-942,civilization,26939.66,800965,institution,B-238,institution,9319.45,218928,2.8907,3.6586,1,True,False,,True,True,933,True,False,theoretical_test,Klutch CC Counseling,0.92,
TD-0264,large_collective,A-319,large_collective,5769.249,2529,civilization_fragment,B-960,civilization,33268.1,309636,0.1734,0.0082,-2,True,False,,True,True,934,False,True,clinical_assessment,M. Strand,0.87,
TD-0265,small_group,,small_group,7399.041,16,institution,B-423,institution,62827.695,84731,0.1178,0.0002,-2,True,False,,True,True,938,False,False,hierarchy_validation,R. Voss,0.84,
TD-0266,civilization_fragment,,civilization,41780.022,313857,creature,,organ,0.944,0,44250.8229,,5,True,False,,True,True,929,True,True,systematic_survey,K. Strand,0.77,
TD-0267,civilization_fragment,A-922,civilization,15780.097,460061,small_group,B-951,small_group,4324.851,29,3.6487,15864.1724,3,True,False,,True,True,930,True,False,theoretical_test,K. Strand,0.58,
TD-0268,small_group,,small_group,1523.82,52,creature,B-369,organ,0.996,0,1529.2323,,2,True,False,,True,True,920,False,True,anomaly_investigation,Boundary Commission,0.67,
TD-0269,cell_colony,,cellular,0.188,0,person,B-391,individual,1849.571,212,0.0001,0.0,-2,True,False,,True,True,926,False,False,clinical_assessment,P. Anster,0.88,
TD-0270,creature,,individual,2069.994,109,institution,B-847,institution,51897.867,111340,0.0399,0.001,-3,True,False,,True,True,930,False,True,clinical_assessment,R. Voss,0.51,
TD-0271,small_group,A-928,small_group,390.99,39,small_group,,small_group,9002.623,36,0.0434,1.0833,0,True,False,,True,True,921,False,True,clinical_assessment,Independent Observer,0.52,
TD-0272,cell_colony,A-498,cellular,0.006,0,person,,individual,1689.294,41,0.0,0.0,-2,True,False,,True,True,918,False,False,anomaly_investigation,K. Strand,0.53,
TD-0273,small_group,A-610,small_group,158.167,134,small_group,,small_group,1828.414,19,0.0865,7.0526,0,True,False,,True,True,925,False,False,clinical_assessment,C. Vells,0.82,
TD-0274,creature,A-915,individual,446.498,28,person,,individual,975.725,380,0.4576,0.0737,0,True,False,,True,True,925,True,True,hierarchy_validation,T. Vells,0.66,
TD-0275,large_collective,A-258,large_collective,2058.2,1081,institution,,institution,13670.229,62225,0.1506,0.0174,-1,True,False,,True,True,940,True,True,hierarchy_validation,C. Vells,0.94,
TD-0276,civilization_fragment,A-746,civilization,23258.461,307608,large_collective,B-643,large_collective,5564.193,8403,4.18,36.6069,2,True,False,,True,True,931,False,False,systematic_survey,K. Strand,0.54,
TD-0277,civilization_fragment,A-727,civilization,23916.963,918612,large_collective,,large_collective,12884.686,23082,1.8562,39.7978,2,True,False,,True,True,919,True,False,anomaly_investigation,R. Voss,0.55,
TD-0278,creature,,individual,3951.1,254,civilization_fragment,,civilization,65540.071,1010161,0.0603,0.0003,-4,True,False,,True,True,937,False,True,anomaly_investigation,C. Vells,0.72,
TD-0279,cell_colony,,cellular,0.035,0,small_group,,small_group,5719.073,8,0.0,0.0,-3,True,False,,True,True,928,False,True,systematic_survey,M. Strand,0.92,
TD-0280,civilization_fragment,,civilization,58291.569,978934,person,,individual,370.086,14,157.5081,69923.8571,4,True,False,,True,True,925,True,True,hierarchy_validation,Independent Observer,0.95,
TD-0281,person,,individual,1379.163,106,large_collective,B-282,large_collective,10661.589,7514,0.1294,0.0141,-2,True,False,,True,True,920,False,True,theoretical_test,M. Strand,0.54,
TD-0282,large_collective,,large_collective,26021.584,5244,large_collective,B-593,large_collective,4238.63,1343,6.1391,3.9047,0,True,False,,True,True,930,False,True,hierarchy_validation,P. Anster,0.56,
TD-0283,large_collective,,large_collective,16100.891,1467,person,,individual,2544.614,96,6.3274,15.2812,2,True,False,,True,True,930,False,True,theoretical_test,P. Anster,0.72,
TD-0284,institution,,institution,17179.144,59717,creature,B-372,individual,732.257,136,23.4605,439.0956,3,True,False,,True,True,938,False,True,systematic_survey,Independent Observer,0.73,
TD-0285,large_collective,,large_collective,5497.558,264,person,,individual,2017.84,247,2.7245,1.0688,2,True,False,,True,True,922,False,True,clinical_assessment,M. Strand,0.9,
TD-0286,person,,individual,2599.074,185,institution,,institution,26927.009,199709,0.0965,0.0009,-3,True,False,,True,True,924,True,True,hierarchy_validation,Klutch CC Counseling,0.57,
TD-0287,large_collective,A-749,large_collective,10300.431,2207,creature,,organ,0.133,0,77704.0113,,3,True,False,,True,True,929,True,False,systematic_survey,Boundary Commission,0.74,
TD-0288,institution,A-536,institution,4257.655,44095,cell_colony,,cellular,0.074,0,57783.4903,,5,True,False,,True,True,936,False,True,systematic_survey,Independent Observer,0.58,
TD-0289,institution,,institution,29028.123,220779,creature,,organ,0.748,0,38799.6612,,4,True,False,,True,True,929,False,True,hierarchy_validation,Klutch CC Counseling,0.6,
TD-0290,cell_colony,A-580,cellular,0.072,0,cell_colony,B-611,cellular,0.053,0,1.3619,,0,True,False,,True,True,934,True,False,theoretical_test,K. Strand,0.56,
TD-0291,cell_colony,,cellular,0.115,0,creature,,individual,4343.01,114,0.0,0.0,-2,True,False,,True,True,926,True,False,systematic_survey,Boundary Commission,0.7,
TD-0292,institution,,institution,18397.092,72507,creature,,individual,174.124,381,105.6549,190.3071,3,True,False,,True,True,932,False,False,systematic_survey,Independent Observer,0.54,
TD-0293,civilization_fragment,A-763,civilization,7058.083,523636,institution,,institution,9253.122,27229,0.7628,19.2308,1,False,False,,False,False,934,False,False,clinical_assessment,R. Voss,0.55,
TD-0294,person,A-444,individual,420.84,83,person,,individual,3041.687,163,0.1384,0.5092,0,True,False,,True,True,925,False,False,anomaly_investigation,C. Vells,0.93,
TD-0295,cell_colony,,cellular,0.027,0,cell_colony,B-893,cellular,0.062,0,0.4342,,0,True,False,,True,True,922,True,True,clinical_assessment,Archive Survey Team,0.81,
TD-0296,small_group,A-950,small_group,8367.331,31,creature,,individual,1197.424,226,6.9878,0.1372,1,True,False,,True,True,926,False,False,clinical_assessment,Klutch CC Counseling,0.56,
TD-0297,cell_colony,,cellular,0.044,0,creature,,individual,1558.596,43,0.0,0.0,-2,True,False,,True,True,937,True,True,anomaly_investigation,Boundary Commission,0.67,
TD-0298,creature,A-812,organ,0.352,0,small_group,,small_group,7149.506,82,0.0,0.0,-2,True,False,,True,True,938,False,True,anomaly_investigation,R. Voss,0.73,
TD-0299,civilization_fragment,A-373,civilization,18713.997,846928,small_group,B-498,small_group,5603.154,37,3.3399,22889.9459,3,True,False,,True,True,921,False,False,hierarchy_validation,Boundary Commission,0.55,
TD-0300,institution,A-994,institution,6928.234,17977,institution,,institution,33503.341,178492,0.2068,0.1007,0,True,False,,True,True,938,False,False,theoretical_test,Archive Survey Team,0.84,
